id,name,type,region_label,country,city,priority,strategic_tier,status_legacy,local_priority,focus_areas,programs,website,phone,last_contacted,days_dormant,final_action,notes,contact_1_name,contact_1_role,contact_1_email,contact_2_name,contact_2_role,contact_2_email,contact_3_name,contact_3_role,contact_3_email
e0247,Bursa Özel Işıklar College,school,TR — High Schools,Turkey,Bursa,,,,LOW,• Out of the Box — Discover Yourself (Age 16–18)  • Startup Summer (AD)Venture (,,isilaklar.k12.tr,+90 224 275 14 00,,,,"Build Istanbul references first, then approach.",,School Counselor / Guidance Coordinator,info@isilaklar.k12.tr,,,,,,
e0248,Samsun Özel İstiklal HS,school,TR — High Schools,Turkey,Samsun,,,,LOW,• Out of the Box — Discover Yourself (Age 16–18),,istiklalegitim.k12.tr,+90 362 431 60 00,,,,Year 2 target after major-city success stories established.,,,,,,,,,
e0249,Liceo Italiano IMI,school,TR — High Schools,Turkey,Istanbul (Beyoğlu),,,,HIGH,• Startup Summer (AD)Venture (Age 16–17 / 18–25)  • Out of the Box — Discover Yo,,liceoitaliano.net,+90 212 244 13 01,,,,★ TOP PRIORITY. Approach jointly with the Italian Consulate General Istanbul. Frame as Italian-to-It,,Orientamento Coordinator / Guidance Teacher,imi@liceoitaliano.net,,,,,,
e0250,Saint-Benoît French HS,school,TR — High Schools,Turkey,Istanbul (Karaköy),,,,HIGH,• Out of the Box — Discover Yourself (Age 16–18)  • Startup Summer (AD)Venture (,,sb.k12.tr,+90 212 244 10 26,,,,Reference H-FARM's proximity to French-speaking Switzerland & Northern Italy.,,,,,,,,,
e0251,Lycée Saint-Joseph Istanbul,school,TR — High Schools,Turkey,Istanbul (Kadıköy),,,,HIGH,• Startup Summer (AD)Venture (Age 16–17 / 18–25)  • Out of the Box — Discover Yo,,sj.k12.tr,+90 216 330 39 00,,,,De La Salle network is a potential institutional lever across 3 Istanbul schools.,,,,,,,,,
e0252,Lycée Saint-Michel Istanbul,school,TR — High Schools,Turkey,Istanbul (Şişli),,,,MED,• AI Fashion Lab: From Creative Exploration to Industry Projects (Age 18–25)  •,,saintmichel.k12.tr,+90 212 240 42 40,,,,"Bundle with Saint-Joseph Istanbul — same congregation, single outreach contact.",,,,,,,,,
e0253,Galatasaray High School,school,TR — High Schools,Turkey,Istanbul (Beyoğlu),,,,MED,• Out of the Box — Discover Yourself (Age 16–18)  • Startup Summer (AD)Venture (,,galatasaray.meb.k12.tr,+90 212 249 11 00,,,,State school — formal approval pathway required. H-FARM's Italian-European identity aligns with Fra,,Student Counselor Coordinator / Guidance Teacher,bilgi@galatasaray.meb.k12.tr,,,,,,
e0254,Lycée Saint-Joseph Izmir,school,TR — High Schools,Turkey,Izmir (Alsancak),,,,MED,• Startup Summer (AD)Venture (Age 16–17 / 18–25)  • Out of the Box — Discover Yo,,saintjoseph.k12.tr,+90 232 463 84 40,,,,Bundle Izmir outreach: IAC + TED Izmir + Saint-Joseph Izmir = full premium Izmir coverage.,,,,,,,,,
e0255,Deutsche Schule Istanbul,school,TR — High Schools,Turkey,Istanbul (Beyoğlu),,,,HIGH,• Designing Connected Futures with IoT & AI (Age 16–17 / 18–25)  • Defending Dig,,ds-istanbul.net,+90 212 245 13 90,,,,Approach via German Consulate General Istanbul as co-introducer alongside direct school contact.,,,,,,,,,
e0256,University of Bologna,university,Italy,Italy,Bologna,,Prestige Hub,,,All disciplines · 89 English-taught programmes · 8000+ international students · Europe's oldest university,,unibo.it,,,,,Italy's flagship public uni — strongest brand. EU University Alliance member (Una Europa). Good for double-degree pursuits.,,,,,,,,,
e0257,Sapienza University of Rome,university,Italy,Italy,Rome,,Prestige Hub,,,"All disciplines · largest uni in Europe · 7 English BAs/MAs in business, engineering, design, communications",,uniroma1.it,,,,,Biggest student body in Europe. Top-ranked Italian uni. Slow institutional movement but enormous downstream pipeline.,,,,,,,,,
e0258,Politecnico di Milano,university,Italy,Italy,Milan,,Digital Pioneer,,,Engineering · Design · Architecture · Computer Science · AI · Robotics · Industrial Design — TOP Italian tech university,,polimi.it,,,,,Italy's #1 tech uni. Joint MSc with Bocconi available. Natural fit for IoT & Cybersecurity programmes + AI Fashion Lab. Highest priority Italian peer for tech.,,,,,,,,,
e0259,University of Padua (Padova),university,Italy,Italy,Padua,,Prestige Hub,,,Research-intensive · Life sciences · Engineering · Social sciences · Economics,,unipd.it,,,,,30 min from H-FARM Roncade campus. GEOGRAPHIC ADJACENCY = biggest asset. Joint summer programmes feasible. Veneto regional peer.,,,,,,,,,
e0260,Politecnico di Torino,university,Italy,Italy,Turin,,Digital Pioneer,,,Engineering · Architecture · Industrial design · ICT · Automotive,,polito.it,,,,,Northern Italy's other top polytechnic. Strong automotive (FCA/Stellantis ecosystem). AI Lab + Startup Bootcamp pitch.,,,,,,,,,
e0261,Ca' Foscari University of Venice,university,Italy,Italy,Venice,,Applied Leader,,,Economics · Management · Asian/Oriental studies · Languages · Art history,,unive.it,,,,,Closest major uni to H-FARM (≈30 min). Multilingual student body. Great host for joint Veneto programmes.,,,,,,,,,
e0262,University of Rome Tor Vergata,university,Italy,Italy,Rome,,Applied Leader,,,Economics · Engineering · Medicine · Humanities · 12+ international degree courses in English,,uniroma2.it,,,,,Strong international focus. Second-tier Rome public option behind Sapienza but more English-friendly.,,,,,,,,,
e0263,University of Florence,university,Italy,Italy,Florence,,Prestige Hub,,,Architecture · Arts · Economics · Engineering · Humanities,,unifi.it,,,,,Florence brand carries weight. Strong design/architecture overlap with AI Fashion Lab.,,,,,,,,,
e0264,University of Trento,university,Italy,Italy,Trento,,Applied Leader,,,Computer Science · Engineering · Economics · Cognitive science — small research-intensive,,unitn.it,,,,,"Punches above its weight in CS rankings. Selective student body, good fit for technical summer programmes.",,,,,,,,,
e0265,University of Milan (La Statale),university,Italy,Italy,Milan,,Prestige Hub,,,Medicine · Sciences · Humanities · Law · Pharmacy,,unimi.it,,,,,Milan's big public. Less focused on tech/innovation than Polimi but huge bachelor pipeline.,,,,,,,,,
e0266,Scuola Superiore Sant'Anna,university,Italy,Italy,Pisa,,Digital Pioneer,,,Robotics · Bioengineering · Economics · Political science · Agriculture · selective research school,,santannapisa.it,,,,,"Elite admission, only 50-60 students/yr. Top robotics in Italy. Boutique partner for advanced workshops.",,,,,,,,,
e0267,Scuola Normale Superiore,university,Italy,Italy,Pisa,,Prestige Hub,,,Humanities · Sciences · Selective elite research school — undergraduates 8/year per discipline,,sns.it,,,,,Italy's most selective. Tiny but prestigious. Not a volume play; relationship-only for prestige brand association.,,,,,,,,,
e0268,University of Pavia,university,Italy,Italy,Pavia,,Applied Leader,,,Medicine · Engineering · Sciences · Economics · Pharmacy — historical (founded 825),,unipv.it,,,,,Long history. Smaller campus. Decent English-taught options in engineering & medicine.,,,,,,,,,
e0269,Università degli Studi di Verona,university,Italy,Italy,Verona,,Applied Leader,,,Business · Economics · Languages · Computer Science,,univr.it,,,,,Veneto region peer. Strong business+languages combination.,,,,,,,,,
e0270,University of Pisa,university,Italy,Italy,Pisa,,Prestige Hub,,,Engineering · Computer Science · Physics · Mathematics · Medicine,,unipi.it,,,,,Birthplace of Italian CS (Cinetica & Fibonacci). Tech-strong public. Pair with Sant'Anna for Pisa-cluster pitch.,,,,,,,,,
e0271,Bocconi University,university,Italy,Italy,Milan,,Prestige Hub,,,Business · Economics · Finance · Management · Law · Data Science — Italy's #1 business school,,unibocconi.it,,,,,Top Italian private. Selective. Direct competitor for premium MBA students but ideal joint-programme partner for Startup AD-Venture + Brand Building.,,,,,,,,,
e0272,LUISS Guido Carli,university,Italy,Italy,Rome,,Prestige Hub,,,Business · Economics · Political science · Law · Communications,,luiss.it,,,,,Rome's premier private. Strong policy/political science track. Connection-rich alumni network.,,,,,,,,,
e0273,Università Cattolica del Sacro Cuore,university,Italy,Italy,Milan / Rome / multi,,Prestige Hub,,,Business · Economics · Medicine · Communications · Humanities — Italy's largest private uni,,unicatt.it,,,,,Catholic university with 40k+ students across 5 campuses. Family-values brand alignment for Italian + Latin American markets.,,,,,,,,,
e0274,Free University of Bozen-Bolzano,university,Italy,Italy,Bolzano,,Applied Leader,,,Trilingual EN/DE/IT · Economics · Computer Science · Design · Tourism,,unibz.it,,,,,Alpine multilingual campus. Tiny but very international (Austrian/German/Italian crossroads). Niche partner.,,,,,,,,,
e0275,Università LUMSA,university,Italy,Italy,Rome,,Applied Leader,,,Communications · Law · Economics · Education,,lumsa.it,,,,,Catholic-tradition private uni. Strong PR/communications programmes — good for Brand Building summer programme.,,,,,,,,,
e0276,John Cabot University,university,Italy,Italy,Rome,,Applied Leader,,,American liberal arts · Business · Communications · Economics · International affairs · fully English-taught,,johncabot.edu,,,,,Top American uni in Italy. ALREADY runs American semester-abroad programmes — direct format competitor BUT possible reciprocal partner for US-side student exchanges.,,,,,,,,,
e0277,The American University of Rome (AUR),university,Italy,Italy,Rome,,Applied Leader,,,American liberal arts · International business · Communications · Archaeology · fully English-taught,,aur.edu,,,,,Second American uni in Rome. Smaller than John Cabot. Same dynamic — competition + potential exchange partner.,,,,,,,,,
e0278,Polimoda,university,Italy,Italy,Florence,,Digital Pioneer,,,Fashion design · Fashion business · Fashion marketing · Top-10 fashion school worldwide · FIT NYC partner,,polimoda.com,,,,,BEST fit for AI Fashion Lab summer programme. Florence brand carries luxury weight. FIT NYC connection is a bridge — H-FARM is ALREADY tied to FIT NYC via exchange programme.,,,,,,,,,
e0279,NABA - Nuova Accademia di Belle Arti,university,Italy,Italy,Milan / Rome,,Digital Pioneer,,,Design · Fashion · Creative industries management · Visual arts · Set design · Media,,naba.it,,,,,Milan's premier design school. Top 100 worldwide. Multi-disciplinary creative. Natural fit for AI Fashion Lab + Brand Building.,,,,,,,,,
e0280,Domus Academy,university,Italy,Italy,Milan,,Digital Pioneer,,,Postgraduate design · Fashion design · Interaction · Service design · top-100 art/design,,domusacademy.com,,,,,Italy's first postgrad design school (1982). Postgraduate-only. Strong industry projects approach — direct parallel to H-FARM's project-based pedagogy.,,,,,,,,,
e0281,IED - Istituto Europeo di Design,university,Italy,Italy,Milan / Rome / Florence / Turin,,Digital Pioneer,,,Design · Fashion · Visual arts · Communications · 4 Italian campuses + Madrid + Barcelona + São Paulo,,ied.edu,,,,,Multi-campus creative school. ~2000 foreign students annually. Largest Italian creative network.,,,,,,,,,
e0282,Istituto Marangoni,university,Italy,Italy,Milan / Florence,,Digital Pioneer,,,Fashion design · Fashion business · Luxury management · Multi-campus (Milan/Florence/London/Paris/Miami/Shanghai/Mumbai),,istitutomarangoni.com,,,,,Founded 1935. Global creative network. Heavy luxury industry ties — perfect for the AI Fashion Lab summer programme.,,,,,,,,,
e0283,Politecnico di Bari,university,Italy,Italy,Bari,,Applied Leader,,,Engineering · Architecture — main southern polytechnic,,poliba.it,,,,,"Italy's south leg of the polytechnic network. Smaller than Milano/Torino, growing tech focus.",,,,,,,,,
e0284,University of Naples Federico II,university,Italy,Italy,Naples,,Prestige Hub,,,All disciplines · world's oldest public uni (1224) · large undergraduate pipeline,,unina.it,,,,,Massive public in the south. Volume pipeline. Less English-internationalised than northern peers but huge feeder for postgrad mobility.,,,,,,,,,
e0285,University of Genoa,university,Italy,Italy,Genoa,,Applied Leader,,,Engineering · Maritime studies · Economics · Medicine,,unige.it,,,,,Northwest port city public. Maritime/naval focus is niche but unique.,,,,,,,,,
